,sample,imitator,type
737,"I lost track of time, I'm running behind for my meeting and now the elevator is stalled and I'm stuck.",imitator27,text
738,I have to cancel because our babysitter canceled on me and I can't get anybody else at this short of a notice.,imitator27,text
739,Thank you ma and pa for the carpool you helped out with to the band practice yesterday afternoon before the game.,imitator27,text
740,"Boss, I've been here 15 years, I never missed a day, I've always been on time.  I need a raise please.",imitator27,text
741,"Mr. Andrews, I love your books, I get so caught up in them I end up reading the whole thing in 1 night.",imitator27,text
742,Ann you would like the greatest musician it's my favorite. it's a musical and about the circus.,imitator27,text
743,"V.C.Andrews is a great author, the stories seem so real you can't put the book down until the end.",imitator27,text
744,"Richard Gere is a good actor, he has that stern steady sharp look. Hes got the eyes that can shoot daggers.",imitator27,text
745,"I've been working over time all week and today it's just been a bad day overall with the kids sick, the car broke down, the husband is cheating.",imitator27,text
746,Thank you so much for the tires Dee I really appreciate them and it means a lot to me. Your the best.,imitator27,text
747,"Ann, the singing and performances they do in the greatest magician is so awesome i had a silly grin the whole movie",imitator27,text
748,"In 5 years, I'll be in a big house with a garage with a good job and no more worries because I won the lottery.",imitator27,text
749,I won the lottery so in 5 years I will have been to Egypt and Australia and Africa. Its gonna be fun,imitator27,text
750,"I need a raise please or I will need to find another job, so a raise or consider this my two week notice.",imitator27,text
751,Can we please consider going to Egypt this time? We have been to every place you want to go.,imitator27,text
752,Thank you parents for raising me the best you could in the short time you had.  I'll never forget.,imitator27,text
753,I'm going to be late for my meeting because my dog ran out in front of a car and I need to take her to the vet.,imitator27,text
754,Ann Pitch Perfect is a grand movie the singing is very creative you would really like it i'm sure,imitator27,text
755,thank you parents for protecting me and taking me to church on sundays when i was a child.,imitator27,text
756,I need to cancel because I have a report that needs to be done for work or I will loose my job.,imitator27,text
757,"Summer is the best season Deb, Get to go for walks and not worry about freezing temperatures.",imitator27,text
758,"12 Strong is an awsome movie Cornell, It's about the war you were in the Desert Storm.  Do you remember if it's accurate?",imitator27,text
759,"Kate and Leapold Is an awesome drama movie I'm sure you will like Ann, It has to do with time travel.",imitator27,text
760,Im going to be late because I am trying to finish this other project that I am working on.,imitator27,text
761,"This day is terrible, I got the car stuck in a huge snow bank and the tow truck pulled my bumper off.",imitator27,text
762,"I want new shoes and new jeans and a new shirt for my birthday, pretty much a new outfit please.",imitator27,text
763,"I want a new tv and can opener for my birthday, my can opener is about shot and my tv is just old.",imitator27,text
764,Good Job you finally finished that table you were hand crafting! It's beautiful I might buy it.,imitator27,text
765,The Joker's character in Batman: Dark Knight Rises was incredible and enjoyable to watch,imitator28,text
766,I sincerely congratulate you on this achievement and wish all best in future endeavors,imitator28,text
767,I want you to buy cheesecake with strawberries on top of it. They are very delicious,imitator28,text
768,My manager is constantly micromanaging me and I am finding hard to concentrate on my job,imitator28,text
769,I am very grateful for your interest and care in me. I hope i will repay in near future,imitator28,text
770,The latest avengers movie is casting every Marvel hero and it will be fantastic,imitator28,text
771,Let's go to Universal Studios. My friends had been there and praised it. Seems wonderful,imitator28,text
772,I see myself having married and with kids. Having gotten my mortgage and stable income,imitator28,text
773,I missed my scheduled bus and had to wait for additional 30 minutes on the station,imitator28,text
774,I dropped my phone on the ground and now there is a crack on the screen,imitator28,text
775,I think I have done good so far and per your agreement I would like to have a raise,imitator28,text
776,The black panther was very motivating to watch and shows one can overcome difficulties,imitator28,text
777,"Enjoy it dude, it is your time and many congratulations on this success of yours",imitator28,text
778,Why don't we go to beach. It is a nice weather and we could enjoy some time under the sun,imitator28,text
779,Me and Karen enjoyed Rampage last night at movie theater. Dwayne Johnson was magnificent,imitator28,text
780,I wish I could have repaid you right now for all these kindness. You mean everything to me,imitator28,text
781,"Due to work related circumstances, i had to cancel my planned plans. It feels bit annoying",imitator28,text
782,I would like to take you to a new Chinese restaurant opened last week in our neighborhood.,imitator28,text
783,It means a lot to me. Thank you very much for consideration and for this great gift,imitator28,text
784,I want a portray of me printed with very bright colors and natural background behind it,imitator28,text
785,I will be travelling the world and seeing so many different cultures and traditions,imitator28,text
786,La La Land with its musical performance was mesmerizing. Definitely recommend you to watch,imitator28,text
787,This is very kind of you. I truly appreciate your fastidious care shown toward me and wife,imitator28,text
788,I want a soccer ball. I will invite you all to play with it every weekend afterward,imitator28,text
789,Why are you doing chewing so loudly. It is annoying and disgusting to other here,imitator28,text
790,The Exodus where Christian Bale played was absolutely fantastic and historical,imitator28,text
791,My sincere gratitudes for your kindness and please be advised i will never forget it,imitator28,text
792,It means a lot to me and your grandchildren. Hope they will grow up and realize all these,imitator28,text
793,You are the best dude. You definitely know how to impress me with these things,imitator28,text
794,It is spring break. Let's go to Vail Colorado. It is great ski resort. Would be enjoyable,imitator28,text
795,I was caught under the rain and had no umbrella. I got soaked all wet and was angry,imitator28,text
796,I did not enjoy the spider-man last night. It looked very naive and simple to watch,imitator28,text
797,I am thinking of going to new york. There are great places to visit. What do you think,imitator28,text
798,"Let's go to Miami, Florida. My friends enjoyed their stay last summer. Would be great",imitator28,text
799,There is a great place in downtown for Middle Eastern cuisine. Why not go there,imitator28,text
800,Stop gossiping about your co-workers. It is not a good characteristic of yours,imitator28,text
801,Stop spitting on the streets. It is very disgusting and repulsive to others,imitator28,text
802,I am thinking of getting mortgage and wanted to know if you approve a raise on my salary,imitator28,text
803,This is truly huge Mike. Hope you are enjoying it and accept my best wishes,imitator28,text
804,Stop littering in your neighborhood. The management may charge you a significant amout,imitator28,text
805,i am stuck in traffic and there seems to a long line forming. Don't know when will be free,imitator28,text
806,I had to concede to my partner and was forced to cancel my already planned tasks,imitator28,text
807,It is one of the best moments in your life. I wish you all the best in future,imitator28,text
808,I have lost my keys to my car. Taking bus would take longer and i will be late likely,imitator28,text
809,The weather got really bad suddenly and I was forced not to go camping as I was planning,imitator28,text
810,I have been in this for long-time and completed my every duty and would like to have raise,imitator28,text
811,"It is incredible from your side to give it to me. Thank you from my heart, means a lot",imitator28,text
812,Your play was truly mesmerizing and captivating in its nature. Thank you for experience,imitator28,text
813,I am stuck in work and cannot leave on time as there is unexpected to complete,imitator28,text
814,I got a flat tire in middle of the road while commuting to work. It is terrible to be here,imitator28,text
815,"Ever since I saw you act in that movie, you have been my idol. I wish I could meet you.",imitator29,text
816,"I can't go out tonight, because I have to babysit my neighbor's children and dog.",imitator29,text
817,Whenever you pick at your nails it sends a horrible shiver down my spine. Please stop.,imitator29,text
818,We should go on a trip somewhere soon. Somewhere secluded and romantic. It will be fun! ,imitator29,text
819,"Please don't talk to meet like that, it really irritates me. I am not your brother.",imitator29,text
820,I got stuck on the platform of the train because the trains were backed up. Be there soon!,imitator29,text
821,They have such a vibrant culture. Such great street art and music. And the food! So good.,imitator29,text
822,Thanks mom and dad for sending me a check for my birthday. I will buy some nice clothes!,imitator29,text
823,"Fall is my favorite season. I love seeing the leaves change, wearing scarves and walking.",imitator29,text
824,For my birthday I want to go roller skating. And afterward I want to have a dance party.,imitator29,text
825,"I'd love to go out for sushi on my birthday, and then go home and eat cake and champagne.",imitator29,text
826,The city was so diverse and interesting. The architecture was really unique and beautiful.,imitator29,text
827,Thanks mom & dad for your letter! I miss you. Hope to be back home soon and give you hugs.,imitator29,text
828,"Ugh, this day is the worst. I stepped in poo on the way to school and lost my notebook.",imitator29,text
829,We should go somewhere tropical! Maybe the Bahamas or Hawaii. Do you like the beach?,imitator29,text
830,I'm not feeling too good. Think I may have a stomach bug. Probably best for me to stay in.,imitator29,text
831,"In 5 years, I'll have my dream job and will be super happy. I'll also have a sailboat.",imitator29,text
832,You are my IDOL! How did you get so good at acting? Your work brings tears to my eyes.,imitator29,text
833,I would really love it if you took me to an amusement park. We could ride a rollercoaster.,imitator29,text
834,I have worked really hard this past year and I'd like to review my performance with you.,imitator29,text
835,I would like a pay increase of 10% because of my excellent performance last quarter.,imitator29,text
836,Thanks Gene! This is just what I wanted. Can't wait to take it with me to the beach later.,imitator29,text
837,Have you ever been to Austin? I hear it's very hip. We should go! They have good hiking.,imitator29,text
838,Thank you so much bestie! You know me so well. You even picked the perfect color! Yay!,imitator29,text
839,"It has Danny DeVito in it, he's not very good but the other lead actor is really funny!",imitator29,text
840,Whenever I think of your work I get really emotional. You are an inspiration to me.,imitator29,text
841,Where did you find this?! It's amazing! I love it. Really. Thank you so much. You rock.,imitator29,text
842,I am really tired tonight and don't think I have the energy to meet up. Tomorrow night?,imitator29,text
843,Summer is my favorite. I love to wear sundresses. And eat ice cream and watermelons.,imitator29,text
844,They have a very strange culture. You are not allowed to talk to the men. And no shoes allowed.,imitator29,text
845,I like winter best. I really enjoy staying home when it snows and drinking hot chocolate.,imitator29,text
846,Whenever I read something by you I can never put it down. No one grabs my attention like you.,imitator29,text
847,I don't really like their culture. They are very rude to foreigners and spit on me twice.,imitator29,text
848,"It's really funny, but also has a dark side. Kind of like Heathers. I think you'd like it.",imitator29,text
849,Why not go to Macchu Picchu? We can practice hiking together and get super fit! So cool,imitator29,text
850,In 5 years I will be graduated and working in a museum. I will have a dog named Clarence.,imitator29,text
851,I really liked it but it's not for everyone. It's kind of weird and has adult themes.,imitator29,text
852,"Way to go, Fred! That is so amazing. I didn't doubt you for a second. I knew you could do it.",imitator29,text
853,I really hate when you talk constantly. I'm trying to focus and not listening to you!,imitator29,text
854,You did it! Congrats. How does it feel? Should we go for a drink to celebrate? I'm buying!,imitator29,text
855,I could never forget your performance in that one movie. You were so scarily intimidating.,imitator29,text
856,"I don't want to go to Tennessee again. We should go somewhere new and different, like Peru!",imitator29,text
857,Everytime I went to a restaurant they offered me a free glass of wine. They are so generous!,imitator29,text
858,Why do you do that? What is the point? All you do is worry yourself more. Chill out man.,imitator29,text
859,"Yay, congrats! How did you do it? Anyway, who cares! You did it successfully, hooray! ",imitator29,text
860,I am going to be late for a meeting because I did this HIT on MTurk that took forever.,imitator29,text
861,I can't go tonight. Have an early morning tomorrow because I have to take my car to the shop.,imitator29,text
862,Can you please stop taking my french fries? If I wanted to share I would have told you.,imitator29,text
863,Thank you for being the best parents ever. You raised me right. I love you both so much.,imitator29,text
864,Congratulations on a job well done! I can't believe it's all over. 5 years just like that!,imitator29,text
865,"I'll be a famous musician and living in L.A., with a condo and a lot of money in the bank.",imitator30,text
866,I really don't like it when you leave food bags open. That's how we get bugs. Please stop.,imitator30,text
867,You play your music really loud in the evening. Could you please turn it down? Thanks girl,imitator30,text
868,I'm having such a bad day and I really want to go home. I lost my keys and I'm soo annoyed,imitator30,text
869,Hello Ms. Angela. I was wondering if I could come over to talk about a raise in the future,imitator30,text
870,Today was the worst day ever! I need some tea because I was so nauseated today. It sucked.,imitator30,text
871,Los Angeles is so laid back. They have really good and fresh food. You'd love it out here!,imitator30,text
872,"Hey babe, how about we go to the Bahamas soon? Think we have enough in our savings for it.",imitator30,text
873,"If you love me, you would get me a new fragrance from Bath and Body Works for my birthday!",imitator30,text
874,You said you would pick me up from work but canceled when I needed you. Thats frustrating.,imitator30,text
875,"I'm so sorry, but my mother is in the hospital after an accident and needs me. Reschedule?",imitator30,text
876,You are the best person ever!!! I really needed this oil for my baths. Thank you soo much!,imitator30,text
877,I don't think this day could get worse if it wanted to. My boss was on an insane rampage!!,imitator30,text
878,My friend told me that she took a tiny European tour and we should too babe! Call off & go,imitator30,text
879,I love Rent because you can feel the raw emotion when Angel dies :( I always cry so hard!!,imitator30,text
880,Fall is the best season to be honest. It always feels amazing outside and the leaves fall.,imitator30,text
881,"Michael B. Jordan, can we please get married?? I will have your children. I'm a good wife!",imitator30,text
882,Spring is such a nice season - rain helps me to relax! And the flowers are super beautiful,imitator30,text
883,I really want to get a new professional camera for my birthday. Can you get me one bestie?,imitator30,text
884,So my car decided it doesn't want to start :| I'm sooo irritated. Sorry to have to cancel!,imitator30,text
885,"I saw this cool bracelet at Rue 21 that's real gold, and I want it. Can you get it for me?",imitator30,text
886,The best part in the movie IT was when Pennywise came out of the projector! I almost cried,imitator30,text
887,"Winter is such a great holiday season, and that's why I love it!! I want all the presents!",imitator30,text
888,"If you could grace me with your amazing talent I would love it, Meryl Streep. You're a gem",imitator30,text
889,"I'm so proud of you, Amanda! I knew you would get the job. You're skilled, you deserve it!",imitator30,text
890,"A cruise would be a good trip for us to go away, don't you think babe? We need a vacation.",imitator30,text
891,"I'm sorry that I'm running late! I got boggled down with an critical customer, forgive me.",imitator30,text
892,"So Will Smith, how do you do it? How do you play any role flawlessly? Don't you ever stop.",imitator30,text
893,"If you get me a new blanket, I will give you my first born. I want one that's soft please!",imitator30,text
894,I can't believe the horrible day that I'm having. I wanna fall in a hole from how it feels,imitator30,text
895,I'm soo happy that you were finally able to have your baby! Now you're a mother. Congrats!,imitator30,text
896,"Hey boss, do you think I might get a raise anytime soon? If not, can I request one? Thanks",imitator30,text
897,I cannot believe I woke up late this morning. I am so incredibly sorry. I will be in ASAP.,imitator30,text
898,"I really think I've been working very hard, and I was hoping that I could ask for a raise.",imitator30,text
899,"I love the summertime. You can go to the beach, get ice cream, and the sun sets even later",imitator30,text
900,I never thought it was so possible for my day to be so outrageously and horrifying shoddy.,imitator30,text
901,We haven't been to Disney World yet and you have to go there at least once in a life time.,imitator30,text
902,I liked the scene where Allie and Noah finally get back together. They are meant to be!!!!,imitator30,text
903,Las Vegas? Gambling? How fun would it be to try and win some money on vacation? We should!,imitator30,text
904,I can't wait for the fall when the leaves change color and we can wear our jackets outside,imitator30,text
905,"I haven't had a raise in a bit, and I think I've been hardworking, so can I get one boss??",imitator30,text
906,I broke my heel today and spilled my coffee on my supervisor. Today was sooo embarrassing!,imitator30,text
907,"Congratulations on graduating! That's always a huge milestone and you did it, I'm so proud",imitator30,text
908,I really wanna go to the Middle East. I hear there's really good religious sites out there,imitator30,text
909,My car broke down on the way back here and the tow truck just got it up so getting a ride.,imitator30,text
910,"I was hoping that I could get a really nice homemade gift, like decorative cards. Please??",imitator30,text
911,I'm gonna have a fit over how friggen awesome you are!! Thx for my blanket! I love youuuuu,imitator30,text
912,I just came down with a terrible flu virus and it feels like my insides are melting. Sorry,imitator30,text
913,I know we just got our cost of living raise but I was hoping for a merit based one. Can I?,imitator30,text
914,I am so proud of you for beating breast cancer! Such a warrior. I knew you would fight it.,imitator30,text
915,I visited Chicago.  It is a big city but it still has a wholesome close knit culture.,imitator31,text
916,Plot A of American Beauty is controversial.  Plot B is relatable and inspiring.,imitator31,text
917,"I would like a raise of $1/hour.  I work hard, I am never late, and I go above and beyond.",imitator31,text
918,Oscar Wilde is so sassy. He is cutting. I love his nuanced view of the world around us.,imitator31,text
919,Let's go to India.  It is exotic and new.  It is beautiful and will be an adventure. ,imitator31,text
920,Congratulations!  Graduating from business school is a huge accomplishment.  Be proud.,imitator31,text
921,I love winter in the north east.  It is so white.  I do not like deicing my care though.,imitator31,text
922,Thank you mom and dad for always being so supportive.  You save me over and over again.,imitator31,text
923,Hopefully in five years I will be happily married with kids.  I'd like to own a house.,imitator31,text
924,I hate New York.  It is loud and dirty.  The people seem fake.  Go somewhere else.,imitator31,text
925,I like rural Indiana. There isn't much excitement. It is relaxing and the people are nice.,imitator31,text
926,I would like a raise.  I have been here 6 months.  I have done more than has been asked.,imitator31,text
927,I am having a terrible day.  I made a mistake at work and my cat through up on my bed.,imitator31,text
928,Next year for my birthday I want to go on a trip.  Somewhere close and cheap but elsewhere,imitator31,text
929,I can't go tonight.  I need to baby sit my niece.  Her parents had to work unexpectedly.,imitator31,text
930,Florida is the worst.  Too much partying.  To many drugs.  But the cuban parts are amazing,imitator31,text
931,Thank you dad for helping me stay out of debt.  Graduating college with no loans was nice.,imitator31,text
932,"Babe, lets go to Cabo. We can lounge on the beach, drink Tequila, and make out in the sand",imitator31,text
933,Congratulations!  You got an A!  You worked so hard and it paid off.  Be very proud.,imitator31,text
934,I think I deserve a raise.  I implemented the new electronic system with minimal issues.  ,imitator31,text
935,Fall is amazing. The leaves change. There is a chill in the air. I look great in sweaters.,imitator31,text
936,Hopefully I will be living close to my family with my significant other. Happy and healthy,imitator31,text
937,I want to have a nice dinner with friends and family.  Something low-key but great.,imitator31,text
938,Thank you for writing.  You inspire me and take me somewhere else.  You have a gift.,imitator31,text
939,Thank you for letting me have a cat.  He may scratch the furniture but I love him. My baby,imitator31,text
940,I'm sorry I am stuck in traffic.  I am close to the office but I will be 5-10 minutes late,imitator31,text
941,Congratulations!  Your wedding was beautiful and I'm so glad I was a part of it.  Mazel,imitator31,text
942,3:10 to Yuma is incredible. Bale is an incredible actor. Weird in life great on screen,imitator31,text
943,I'm sorry I am late.  My niece was crying at school and wasn't ready for me to leave.,imitator31,text
944,"The Dark Knight is beautiful.  Costuming, cinematography, directing.  Everything.",imitator31,text
945,I can't come tonight. My mom is out of town and I promised I would take care of the dogs.,imitator31,text
946,Santa Barbara is so laid back.  Its a great beach town.  Small and close knit.  Lovely.,imitator31,text
947,Oh my God I love it!  Thank you so much.  This is so thoughtful.  So personal.,imitator31,text
948,"This is amazing!  Cat lady action figure!  I didn't know they made these, but it is so me.",imitator31,text
949,GAH!!!  I can't stop smiling.  This shows how much you know me.  Cat socks!,imitator31,text
950,"Spring is nice. The snow is gone, the flowers are blooming, and it is still a little cold",imitator31,text
951,"Honey, lets go to Hawii.  Its warm and we can have fresh fruit.  Hike.  Swim.",imitator31,text
952,"I wan't to stay in and watch a movie.  Parties are fun, but I want to put my feet up.",imitator31,text
953,"Love, lets go to the mountains. We can snuggle by the fire.  You can teach me to ski",imitator31,text
954,Black Panther was SO good.  I want to live in Wakanda.  The CGI was amazing.,imitator31,text
955,"Girl, thank you so much. This dinner was a great gift. Stuff doesn't last but memories do.",imitator31,text
956,Hey I think I should make more money.  I found out my peers are making more than me for the same job.,imitator31,text
957,I would like to play laser tag.  I wan't to feel like a kid again.  It may be weird but I'm excited.,imitator31,text
958,Thank you for the phone.  I couldn't afford it on my own.  Now we can talk everywhere.,imitator31,text
959,I have to cancel.  I have food poisoning.  I'm throwing up everywhere.  It isn't pretty.,imitator31,text
960,Sorry I am going to be late.  I overslept my alarm.  I was so tired after working overtime yesterday.,imitator31,text
961,I would like a copy of Overwatch.  I've heard its a great game.  Let's play all night.,imitator31,text
962,Please stop chewing with your mouth open.  It's disgusting.  You are 30.  Get it together.,imitator31,text
963,Kevin Spacey you disappointed me.  You are so talented but a total creep.  I am saddened.,imitator31,text
964,Sorry I can't go.  I spaced and forgot it's my mothers birthday.  We have dinner plans tonight.,imitator31,text
965,Our visit to the city was amazing! The culture was like nothing I've ever seen before. You'd love it!,imitator32,text
966,My favorite season is Spring by far. I love all of the colors of the plants and the warm air!,imitator32,text
967,Congratulations on your accomplishment! I am so happy for you! Just goes to show that hard work pays off!,imitator32,text
968,I think I really want a small get together for my birthday this year. Just close family and friends to help me celebrate!,imitator32,text
969,You wouldn't believe the kind of day I'm having. It's terrible and seems like every other minute something goes wrong. ,imitator32,text
970,Thank you so much for the gift you gave me! I love it! It will come into good use for sure!,imitator32,text
971,I love all the different dynamics of this movie. That would have to be the number one reason it's my favorite movie of all time. ,imitator32,text
972,"I'm sorry, I will be late to the meeting. I have a dentist appointment that could possibly run into the time of the meeting. ",imitator32,text
973,"When we visited the city, the culture was unbelievably different than what we're used to. ",imitator32,text
974,Thank you so much! I absolutely love the gift you got me! I will cherish it forever. You're the best!,imitator32,text
975,I believe I deserve a raise because of all of the extra work I have put in this year. Will you consider it?,imitator32,text
976,My favorite season is Summer! The warm nights and swimming during the day is what makes it my favorite. ,imitator32,text
977,Thank you very much for the present! You knew exactly what I was wanting! It will go perfect with the others!,imitator32,text
978,Your work is what has inspired me to try a piece of my own! I love everything you do and you're a huge inspiration to me. ,imitator32,text
979,In five years I see myself in a successful job and living my life to its fullest with my husband by my side. ,imitator32,text
980,This year for my birthday I think I want a big party to celebrate this milestone! It's been a wild year!,imitator32,text
981,Congratulations on your work! I knew this day would come for you and I am so proud of you for it. ,imitator32,text
982,"Liste, you have just got this habit that isn't very nice. I'm sorry, but it's starting to get on my nerves. ",imitator32,text
983,Thanks so very much for the gift! I didn't know you knew what I was asking for this year. ,imitator32,text
984,"I understand that you don't normally give raises, but I think it is justified that I get one this year. ",imitator32,text
985,My favorite season is Winter. Bundling up next to the fire with hot chocolate in hand is perfect!,imitator32,text
986,Thank you so much mom and dad! You both have been the biggest supporters of me this entire time. ,imitator32,text
987,Congratulations on your accomplishment! I'm so glad you were able to achieve it and make it this far!,imitator32,text
988,In five years I see myself traveling the world and making unforgettable memories. Life will be exciting. ,imitator32,text
989,"My favorite movie is full of surprises. It's not scary, it is just suspenseful! You'll have to see it!",imitator32,text
990,"Hey, look I just wanted to ask if you can stop an annoying habit of yours. It's just gotten to be a lot to handle lately. ",imitator32,text
991,My favorite movie is so funny. There's a lot of great comedians in it and it is what makes the movie so good. ,imitator32,text
992,I just think you need to stop with your habit. It is making a lot of people uncomfortable. ,imitator32,text
993,Thank you both so much for always supporting me and being there for me no matter what. Y'all are the best!,imitator32,text
994,The culture of the city was amazing. Everywhere we looked we could see how important the culture was to the locals. ,imitator32,text
995,Your work has been something that I look forward to all the time. It's always pushing me to be better. ,imitator32,text
996,"In five years, I see myself living in a home I enjoy and caring for all of those around me. ",imitator32,text
997,Hey babe! I think we should go somewhere tropical for our next vacation. The beach sounds amazing!,imitator32,text
998,Thank you mom and dad for everything y'all do for me. I know I can count on y'all no matter what. ,imitator32,text
999,"I'm sorry, something came up and I won't be able to make it tonight. We will meet up another time soon. ",imitator32,text
1000,Congratulations! I knew you could do it! You should be very proud of yourself! Keep up the good work!,imitator32,text
1001,"Do you think I can have a raise? I've been working for you for years, and I think it is time I deserve one. ",imitator32,text
1002,In five years I see myself living my best life. I will be happy no matter what. This is what I'm looking forward to. ,imitator32,text
1003,Your work is amazing. I can always count on you to come up with something so great and perfect!,imitator32,text
1004,"My favorite season is Spring. Aside from all of the pollen in the air, it is amazing seeing all of the beautiful flowers. ",imitator32,text
1005,I think you need to stop with your habit. It is just plain annoying when you do it. People keep telling me about it.,imitator32,text
1006,The culture of the city we visited was actually pretty similar to ours. Not many differences between the two. ,imitator32,text
1007,"In five years, I see myself living life to its fullest. I never want there to be a dull moment. ",imitator32,text
1008,I think I deserve a raise because of all of my hard work. I go above and beyond to put out great work. ,imitator32,text
1009,The culture was great. Lots of differences from our culture at home. It was cool to see it. ,imitator32,text
1010,I'm having such a terrible day. It hasn't gotten any better and is only getting worse and worse. ,imitator32,text
1011,I hope we can go to the Bahamas this year for our vacation. A nice getaway with you would be fun. ,imitator32,text
1012,You've got some annoying habits that I think you can stop. It would be beneficial to everyone around you. ,imitator32,text
1013,Your work never fails to make me happy. It's something I can look forward to all the time. ,imitator32,text
1014,I'm sorry. I have to cancel plans tonight because I suddenly got sick. I've got a really bad headache. ,imitator32,text
1015,I think we should get away to Hawaii for a few days and relax and spend time together,imitator33,text
1016,Let's go out to the desert this weekend and stay until Tuesday to destress ,imitator33,text
1017,Your tv show has made me laughs when I was at my lowest and suffering from depression,imitator33,text
1018,I was so thrilled to get your gift and I will enjoy using it this summer,imitator33,text
1019,"I see myself self employed, doing more travelling and feeling more secure",imitator33,text
1020,I have now read your book four times and each time I find a layer I didn't see before ,imitator33,text
1021,I was so moved by your performance last night. Thank you for sharing such vulnerability ,imitator33,text
1022,"I see myself spending more time abroad, driving a nicer car and being debt free",imitator33,text
1023,"I want to be free from money issues and have more time to myself, spend less time working",imitator33,text
1024,I feel that my performance review suggests I warrant a pay increase this quarter,imitator33,text
1025,"Thanks so much for looking after my dog and keeping her safe, I owe you guys one! ",imitator33,text
1026,I see myself in Europe spending the summer working remotely and having less stress,imitator33,text
1027,I really need you to start washing your dished instead of leaving them dirty overnight,imitator33,text
1028,Your books have adding a lot of color and meaning to my life. Can't wait for your next one,imitator33,text
1029,I'm so thrilled with this gift card and cannot wait to use it during my trip,imitator33,text
1030,Thanks so much for sending me the deposit. It takes so much pressure off me. Love you,imitator33,text
1031,I would like to request a raise this year based on my contribution to the ETA project ,imitator33,text
1032,I'm hoping you will consider me for a raise this quarter as I feel I've improved a lot,imitator33,text
1033,My favorite movie makes me laugh so much I have sore ribs when it is over,imitator33,text
1034,I hope to see you publish something soon. Your voice is needed right now,imitator33,text
1035,"Thanks so much for sharing your wonderful performance with is, What a delight",imitator33,text
1036,"I am way behind schedule, my credit card got blocked and I have a headache",imitator33,text
1037,I want to be considered for a pay increase in my review. I feel I've really put in work,imitator33,text
1038,In 5 years I will be on a beach reading a good book and taking a sabbatical ,imitator33,text
1039,Way to go on making the team I am so proud of you for working so hard and making it happen,imitator33,text
1040,I'm not kidding you really need to stop clearing your throat every 30 seconds it's crazy,imitator33,text
1041,"I am so stressed. My car broke down, my filling fell out and my check bounced",imitator33,text
1042,Could you please stop leaving your tennis shoes on the countertop. It's super annoying,imitator33,text
1043,The train is late due to a breakdown on the line. I will be 15 minutes late.,imitator33,text
1044,That movie changed my life completely. I even moved here after seeing the movie,imitator33,text
1045,I'm so sorry but I can't make it I have a flat tyre and the nest train is in 3 hours,imitator33,text
1046,"You need to see it, it's set in Sicily and the scenery is just so beautiful",imitator33,text
1047,"I want to be debt free, living in a cute cottage and writing more often",imitator33,text
1048,Sorry my plane was late getting in. I will be there before 10 at the latest,imitator33,text
1049,I love winter so much. It's so romantic and I love quiet nights by the fire,imitator33,text
1050,I love summer because sunny days really lighten my mood and make things seem more positive,imitator33,text
1051,I will scream if you keep crunching your cereal so loudly. It's so annoying,imitator33,text
1052,"I won't make it. I have to get an emergency dental appointment, my crown chipped",imitator33,text
1053,I love spring. It seems so hopeful and joyous and I get to leave my heavy coat off,imitator33,text
1054,"Thanks so much for housesitting. You made this trip so easy for us, Love you guys",imitator33,text
1055,I can't come tonight my mom flew in to surprise me so I need to rearrange,imitator33,text
1056,Paris has such cukture and history. Everywhere you look there's a piece or art or a museum,imitator33,text
1057,"Let's go to Vegas next month. We can get some some, relax and do a little gambling",imitator33,text
1058,New York is so great. There is so much theatre and so many museums a really rich culture,imitator33,text
1059,I had a flat tyre this morning. I will be 15-20 minutes late. I'm on the bus,imitator33,text
1060,It makes me so scared I almost wet my pants everytime but it's so well made,imitator33,text
1061,I won 6 Oscars and it also won the Cannes film festival. Critics love it,imitator33,text
1062,I see myself working less and enjoying the little things more. I will be self employed,imitator33,text
1063,"I will be rich, I will own a home outright and I will be doing what I love",imitator33,text
1064,Your clicking is driving me crazy can you cut it out before I kick you out,imitator33,text
1065,i just booked a trip to Salzburg where Sound of Music was set! I am SO excited! I've memorized the lines on this movie since I was a kid.,imitator34,text
1066,I'm so sorry to cancel but I have something unexpected come up and I need to reschedule with you.,imitator34,text
1067,I am a big fan of yours because you are such an inspiration. You are very humble and you really love helping people.,imitator34,text
1068,I'm sorry but I cannot find anyone to watch for my son since the Daddy has to stay late at work.,imitator34,text
1069,I would prefer to go to the city and watch a Broadway show and later on have tea at Tiffany's.,imitator34,text
1070,I want you to know that you are an inspiration and that you have set the bar on what beauty is.,imitator34,text
1071,"I love the fall because it's not too hot yet it's not too cold, just enough for a light jacket.",imitator34,text
1072,I apologize but I have to cancel because I need to stay at work to finish a project due tomorrow.,imitator34,text
1073,"I just want to tell you, with all honesty, I really cannot stand the way you take forever to decide on what to order.",imitator34,text
1074,"Papa and Mama, I want to thank you for all the sacrifices and giving me the best opportunities growing up.",imitator34,text
1075,I cannot get over the fact that Rome is so full of history that it's like walking into a history book.,imitator34,text
1076,I would like to respectfully ask for a raise because I believe that I have brought in a great deal to this company.,imitator34,text
1077,I am very impressed with Barcelona. It's not what I envisioned and I loved all the beautiful Gaudi works of art around.,imitator34,text
1078,I loved walking around the city of Singapore because it is so clean and safe plus all the different food... yum!,imitator34,text
1079,"I want to go on a trip to Europe, probably do a river cruise this time since I've never tried it before.",imitator34,text
1080,I have been following you for over a decade and I have to say that you have led such an exciting life.,imitator34,text
